站名,座標,緯度,經度
城市之星,24.91674+121.20266,24.91674,121.20266
南京路,24.91641+121.20982,24.91641,121.20982
長壽新村,24.91812+121.21112,24.91812,121.21112
中豐路口,24.91953+121.21004,24.91953,121.21004
流廊坡,25.0224+121.20216,25.0224,121.20216
南平路121巷,24.91954+121.20784,24.91954,121.20784
技嘉科技,24.92036+121.20591,24.92036,121.20591
新光路三段,24.92267+121.2058,24.92267,121.2058
頭重溪,24.90876+121.17091,24.90876,121.17091
楊明國中,24.91063+121.15657,24.91063,121.15657
楊新北路,24.91274+121.1497,24.91274,121.1497
沙崙休憩場所,25.10961+121.23315,25.10961,121.23315
國際路三段,25.0951+121.23355,25.0951,121.23355
宋屋,24.94143+121.20548,24.94143,121.20548
大昌路口,24.94425+121.20777,24.94425,121.20777
中央大學依仁堂,24.96814+121.19103,24.96814,121.19103
振聲中學,24.99124+121.30183,24.99124,121.30183
文山國小,24.99601+121.29228,24.99601,121.29228
文山國小(中興國中),24.99594+121.29189,24.99594,121.29189
文化局,24.99399+121.2996,24.99399,121.2996
合作金庫,24.99063+121.27971,24.99063,121.27971
土地公廟,24.96244+121.2006,24.96244,121.2006
果菜市場,24.99153+121.26836,24.99153,121.26836
波特曼花園廣場,24.99317+121.27507,24.99317,121.27507
苗圃,25.09878+121.21456,25.09878,121.21456
富文宮,25.07676+121.16951,25.07676,121.16951
陸光國宅,24.96672+121.25729,24.96672,121.25729
龍安街口,24.99145+121.28056,24.99145,121.28056
環訓所,24.95856+121.19266,24.95856,121.19266
雙連坡,24.96039+121.19057,24.96039,121.19057
中平國小,24.95906+121.17796,24.95906,121.17796
過嶺,24.95922+121.17649,24.95922,121.17649
龍太社區,24.95891+121.17419,24.95891,121.17419
嘉裕紡織廠,24.95809+121.16807,24.95809,121.16807
高榮,24.95822+121.16553,24.95822,121.16553
中壢地政事務所,24.96009+121.16359,24.96009,121.16359
覺海院,24.99329+121.34177,24.99329,121.34177
黃昏市場,25.04694+121.29974,25.04694,121.29974
下埔,25.03452+121.23064,25.03452,121.23064
中壢好市多,24.963+121.15574,24.963,121.15574
北坡,24.96757+121.14777,24.96757,121.14777
平坡,24.96991+121.14497,24.96991,121.14497
大圳,24.97319+121.13953,24.97319,121.13953
泉洲碑,24.98526+121.13476,24.98526,121.13476
三民五興路口,24.95994+121.19674,24.95994,121.19674
懷德,24.98847+121.13377,24.98847,121.13377
富煉橋,24.99057+121.13256,24.99057,121.13256
大園高中,25.02134+121.21992,25.02134,121.21992
拉拉山口,24.70374+121.42108,24.70374,121.42108
上巴陵,24.68615+121.39912,24.68615,121.39912
中巴陵,24.6799+121.39746,24.6799,121.39746
中巴陵站,24.67824+121.39694,24.67824,121.39694
謙德新村,24.93498+121.24665,24.93498,121.24665
伍祥社區,24.93683+121.24641,24.93683,121.24641
水利會,24.94975+121.21243,24.94975,121.21243
高雙里,24.95705+121.19607,24.95705,121.19607
太子鎮,24.94113+121.24535,24.94113,121.24535
翰林華城,24.94391+121.2441,24.94391,121.2441
龍興路口,24.9454+121.24554,24.9454,121.24554
大安國小,24.95665+121.31496,24.95665,121.31496
大成國中,24.95746+121.3055,24.95746,121.3055
大草厝,24.95856+121.31883,24.95856,121.31883
介新街,24.97614+121.30865,24.97614,121.30865
白蘭社區,24.96515+121.30832,24.96515,121.30832
米祺爾,24.97028+121.30893,24.97028,121.30893
祐民醫院,24.95712+121.20375,24.95712,121.20375
上大里,24.99207+121.13458,24.99207,121.13458
西坡路口,24.95779+121.30995,24.95779,121.30995
香榭儷舍,24.95762+121.30247,24.95762,121.30247
湖仔坡,24.96124+121.32049,24.96124,121.32049
華映公司,24.96358+121.32201,24.96358,121.32201
松濤園,24.92595+121.20613,24.92595,121.20613
新光路二段二,24.93007+121.20538,24.93007,121.20538
新光路二段一,24.93236+121.20512,24.93236,121.20512
新加坡社區,24.96767+121.30894,24.96767,121.30894
青果市場,24.95739+121.20758,24.95739,121.20758
下草湖,24.99521+121.13572,24.99521,121.13572
桃花園飯店,24.98994+121.31143,24.98994,121.31143
八角店,25.01208+121.27519,25.01208,121.27519
草湖,24.99683+121.13615,24.99683,121.13615
溫厝,25.00069+121.13716,25.00069,121.13716
後庄,25.00464+121.13937,25.00464,121.13937
八股坡,25.01842+121.26724,25.01842,121.26724
宏邦大鎮,25.01985+121.26558,25.01985,121.26558
洪厝,25.03427+121.23837,25.03427,121.23837
新天地社區,24.8856+121.22568,24.8856,121.22568
燈潭,24.88525+121.21942,24.88525,121.21942
潛龍堡社區,24.8856+121.21423,24.8856,121.21423
工五路,24.88847+121.21168,24.88847,121.21168
工業五路,24.90244+121.19772,24.90244,121.19772
湧光路623巷口,24.88886+121.19972,24.88886,121.19972
湧光路577巷口,24.88904+121.20091,24.88904,121.20091
優聖美地社區,24.88574+121.20435,24.88574,121.20435
仁愛新村,24.9566+121.2094,24.9566,121.2094
中央,24.88337+121.20489,24.88337,121.20489
中央土地廟,24.88276+121.20654,24.88276,121.20654
大漢社區,24.88416+121.21071,24.88416,121.21071
湖口火車站,24.90307+121.04433,24.90307,121.04433
楊梅火車站(楊新路),24.91324+121.14519,24.91324,121.14519
山子頂,24.90019+121.21051,24.90019,121.21051
南豐路,24.9001+121.20722,24.9001,121.20722
工業一路口,24.89963+121.20508,24.89963,121.20508
工業二路口,24.90003+121.20284,24.90003,121.20284
廣興,24.95606+121.21106,24.95606,121.21106
工業三路口,24.90001+121.20062,24.90001,121.20062
工業三路,24.90389+121.19986,24.90389,121.19986
污水處理廠,24.9054+121.1991,24.9054,121.1991
工業六路口,24.89948+121.19901,24.89948,121.19901
宏嘉公司,24.89748+121.20236,24.89748,121.20236
富吉,25.01376+121.27235,25.01376,121.27235
平安新村,24.94741+121.21049,24.94741,121.21049
內壢,24.97376+121.26125,24.97376,121.26125
愛國一路,25.02534+121.26243,25.02534,121.26243
新明國中,24.95603+121.21336,24.95603,121.21336
新莊國小,25.02717+121.24561,25.02717,121.24561
普義溪洲三街口,24.96085+121.23157,24.96085,121.23157
廟前,25.02424+121.24847,25.02424,121.24847
廟後,25.02564+121.24719,25.02564,121.24719
技隆科技,24.93682+121.11846,24.93682,121.11846
員豐橋,24.93749+121.09906,24.93749,121.09906
福慧寺,25.01396+121.39208,25.01396,121.39208
悅灣一期,25.04593+121.17162,25.04593,121.17162
自立社區,25.06431+121.18109,25.06431,121.18109
舊社,24.95541+121.21631,24.95541,121.21631
宏昌十二街,24.98482+121.29164,24.98482,121.29164
國聖一街,24.98523+121.28866,24.98523,121.28866
平鎮區公所(中豐路),24.94283+121.21658,24.94283,121.21658
富豐里3鄰,24.9261+121.09273,24.9261,121.09273
護理之家,24.98551+121.29353,24.98551,121.29353
莊厝,24.91252+121.08884,24.91252,121.08884
承恩路口,24.83157+121.30415,24.83157,121.30415
建龍新村,24.88983+121.21269,24.88983,121.21269
敏盛醫院,24.87531+121.21346,24.87531,121.21346
大漢新村,24.88341+121.21209,24.88341,121.21209
大榮,24.87655+121.21145,24.87655,121.21145
富樂新村,24.87354+121.21001,24.87354,121.21001
中正新境界,24.87162+121.20842,24.87162,121.20842
八德區公所(三元宮),24.92972+121.2846,24.92972,121.2846
三塊厝,25.03902+121.22888,25.03902,121.22888
建國仁德一路口,24.93699+121.28838,24.93699,121.28838
亞洲電台,24.98787+121.29281,24.98787,121.29281
建國大勤街口,24.94707+121.28918,24.94707,121.28918
打鐵店,24.95269+121.29112,24.95269,121.29112
至尊社區,25.09009+121.21703,25.09009,121.21703
大明街口,24.96897+121.29686,24.96897,121.29686
桃德路,24.96763+121.29456,24.96763,121.29456
中德里,24.9822+121.28983,24.9822,121.28983
永福西街,24.96384+121.29503,24.96384,121.29503
福國北街,24.96027+121.29456,24.96027,121.29456
台電大樓,24.98958+121.30485,24.98958,121.30485
南崁國小,25.04997+121.30188,25.04997,121.30188
中山長春路口,25.05274+121.30031,25.05274,121.30031
國泰駕訓班,24.99253+121.28826,24.99253,121.28826
國際路二段,24.99463+121.28793,24.99463,121.28793
國際路,24.99988+121.28762,24.99988,121.28762
中山正光路口,24.99099+121.29439,24.99099,121.29439
中山中平路口,24.99086+121.29142,24.99086,121.29142
華勛福德宮,24.95187+121.26374,24.95187,121.26374
中央東路,24.9565+121.22551,24.9565,121.22551
廣福路口,24.95953+121.29205,24.95953,121.29205
中央大學警衛室,24.96832+121.19559,24.96832,121.19559
海巡大隊路口,25.11187+121.23996,25.11187,121.23996
國寶新村,24.90264+121.143,24.90264,121.143
環南路1,24.90274+121.14439,24.90274,121.14439
環南路2,24.90175+121.1475,24.90175,121.1475
思夢樂,24.91055+121.15663,24.91055,121.15663
中央大學後門,24.96677+121.19142,24.96677,121.19142
大同國小,24.90977+121.14857,24.90977,121.14857
月眉橋,24.91844+121.14592,24.91844,121.14592
梅高幼獅路,24.92856+121.146,24.92856,121.146
老莊路1,24.89123+121.15874,24.89123,121.15874
老莊路2,24.8948+121.15556,24.8948,121.15556
老莊路3,24.89625+121.15409,24.89625,121.15409
楊梅國小,24.90439+121.14663,24.90439,121.14663
楊梅國中,24.90271+121.14922,24.90271,121.14922
美麗新城社區,24.94992+121.14033,24.94992,121.14033
中央大學觀景台,24.96794+121.19548,24.96794,121.19548
邱家,24.94929+121.13757,24.94929,121.13757
金龍活動中心,24.91466+121.18566,24.91466,121.18566
邱厝(二),24.983+121.05899,24.983,121.05899
華豐農場,25.08659+121.21052,25.08659,121.21052
七號坡,25.01947+121.20247,25.01947,121.20247
南上路口,25.04739+121.29938,25.04739,121.29938
中大湖,24.96988+121.19151,24.96988,121.19151
佳安市場,24.83582+121.23929,24.83582,121.23929
介壽建國路口,24.98463+121.31024,24.98463,121.31024
北區老人文康活動中心,25.00264+121.32758,25.00264,121.32758
聚寶莊社區,24.90271+121.12503,24.90271,121.12503
東流里,24.89158+121.12088,24.89158,121.12088
崩坡下,24.89732+121.11409,24.89732,121.11409
鍾屋,24.90124+121.10365,24.90124,121.10365
張屋,24.90541+121.11176,24.90541,121.11176
潤泰公司,24.97113+121.20129,24.97113,121.20129
老飯店橋,24.93496+121.12237,24.93496,121.12237
瑞原國中,24.9338+121.12202,24.9338,121.12202
瑞原活動中心,24.92909+121.11172,24.92909,121.11172
瑞原國小,24.92753+121.10416,24.92753,121.10416
廣福里16鄰,25.00811+121.14704,25.00811,121.14704
廣福里15鄰,25.01175+121.15057,25.01175,121.15057
廣福里12鄰,25.01633+121.15562,25.01633,121.15562
廣福里7鄰,25.0275+121.15178,25.0275,121.15178
塔腳,25.02995+121.14992,25.02995,121.14992
觀音高中(側門),25.01591+121.1348,25.01591,121.1348
新潮社區,25.08537+121.20903,25.08537,121.20903
內海,25.08442+121.18884,25.08442,121.18884
三民里,24.9764+121.19601,24.9764,121.19601
龍興駕訓班,24.87234+121.2282,24.87234,121.2282
文智文德路口,25.00196+121.20731,25.00196,121.20731
濱海智海街口,25.11551+121.26071,25.11551,121.26071
南平國民運動中心,25.02088+121.3051,25.02088,121.3051
茶工廠,24.87563+121.22793,24.87563,121.22793
陸光六村,24.95268+121.21518,24.95268,121.21518
關爺南路241巷,24.92158+121.22041,24.92158,121.22041
大清一品社區,24.91813+121.22118,24.91813,121.22118
崎頂,24.9797+121.19341,24.9797,121.19341
平東路二段,24.91206+121.23057,24.91206,121.23057
三興路口,24.9104+121.23119,24.9104,121.23119
台北商業大學,24.90275+121.23064,24.90275,121.23064
金龍路433巷,24.8917+121.23166,24.8917,121.23166
金台橋,24.88944+121.23227,24.88944,121.23227
金雞湖,24.89144+121.23743,24.89144,121.23743
洪圳路1125巷,24.89113+121.24396,24.89113,121.24396
東勢里12鄰,24.89666+121.24701,24.89666,121.24701
桃花莊,24.90458+121.24808,24.90458,121.24808
富貴集祥,24.90594+121.24436,24.90594,121.24436
平東路679巷,24.90836+121.2417,24.90836,121.2417
華隆街旁,24.91244+121.23949,24.91244,121.23949
森林之家,24.9128+121.24342,24.9128,121.24342
社子,24.91521+121.24803,24.91521,121.24803
東安國中,24.91632+121.24966,24.91632,121.24966
平東路口,24.91764+121.25204,24.91764,121.25204
平等路,24.91912+121.25305,24.91912,121.25305
龍南路,24.92326+121.24838,24.92326,121.24838
貿七公園,24.92456+121.25179,24.92456,121.25179
下富源,24.96444+121.1506,24.96444,121.1506
志欣,24.96329+121.14668,24.96329,121.14668
黎頭洲,24.96262+121.1448,24.96262,121.1448
頭州新城,24.96354+121.14329,24.96354,121.14329
和泰,24.96803+121.13925,24.96803,121.13925
富九,24.96926+121.13762,24.96926,121.13762
豪軒,24.97004+121.13571,24.97004,121.13571
北勢,24.97171+121.13136,24.97171,121.13136
三宏,24.98304+121.18953,24.98304,121.18953
元華公司,24.97265+121.12831,24.97265,121.12831
頂紅泥坡,24.97291+121.12587,24.97291,121.12587
鄧厝,24.97212+121.12376,24.97212,121.12376
清華里,24.97121+121.11996,24.97121,121.11996
紅泥坡,24.97034+121.11711,24.97034,121.11711
台一,24.97032+121.11496,24.97032,121.11496
加油站,24.97107+121.11083,24.97107,121.11083
桃園機場加油站,25.08947+121.24857,25.08947,121.24857
電信局,24.97167+121.10952,24.97167,121.10952
雙路口,24.97347+121.09977,24.97347,121.09977
新明公司,24.97393+121.09689,24.97393,121.09689
全美公司,24.97508+121.0907,24.97508,121.0907
新光,24.97581+121.08677,24.97581,121.08677
東明,24.97647+121.08331,24.97647,121.08331
巴陵,24.67828+121.38495,24.67828,121.38495
巴陵橋,24.68864+121.37847,24.68864,121.37847
蘇樂,24.69334+121.37415,24.69334,121.37415
下蘇樂,24.69896+121.37363,24.69896,121.37363
高義,24.71022+121.36079,24.71022,121.36079
里安,24.72549+121.35622,24.72549,121.35622
